-0.997497;-0.997497; 0.995001
0.127171;0.127171; 0.0161724
-0.613392;-0.613392; 0.376249
0.617481;0.617481; 0.381283
0.170019;0.170019; 0.0289063
-0.0402539;-0.0402539; 0.00162038
-0.299417;-0.299417; 0.0896506
0.791925;0.791925; 0.627145
0.64568;0.64568; 0.416903
0.49321;0.49321; 0.243256
-0.651784;-0.651784; 0.424822
0.717887;0.717887; 0.515362
0.421003;0.421003; 0.177243
0.0270699;0.0270699; 0.00073278
-0.39201;-0.39201; 0.153672
-0.970031;-0.970031; 0.94096
-0.817194;-0.817194; 0.667806
-0.271096;-0.271096; 0.073493
-0.705374;-0.705374; 0.497553
-0.668203;-0.668203; 0.446495
0.97705;0.97705; 0.954627
-0.108615;-0.108615; 0.0117973
-0.761834;-0.761834; 0.58039
-0.990661;-0.990661; 0.98141
-0.982177;-0.982177; 0.964672
-0.24424;-0.24424; 0.059653
0.0633259;0.0633259; 0.00401017
0.142369;0.142369; 0.0202689
0.203528;0.203528; 0.0414236
0.214331;0.214331; 0.045938
-0.667531;-0.667531; 0.445598
0.32609;0.32609; 0.106335
-0.0984222;-0.0984222; 0.00968693
-0.295755;-0.295755; 0.0874709
-0.885922;-0.885922; 0.784857
0.215369;0.215369; 0.0463839
0.566637;0.566637; 0.321078
0.605213;0.605213; 0.366282
0.0397656;0.0397656; 0.0015813
-0.3961;-0.3961; 0.156895
0.751946;0.751946; 0.565422
0.453352;0.453352; 0.205528
0.911802;0.911802; 0.831382
0.851436;0.851436; 0.724943
0.0787072;0.0787072; 0.00619483
-0.715323;-0.715323; 0.511687
-0.0758385;-0.0758385; 0.00575148
-0.529344;-0.529344; 0.280205
0.724479;0.724479; 0.52487
-0.580798;-0.580798; 0.337326
0.559313;0.559313; 0.312831
0.687307;0.687307; 0.472391
0.993591;0.993591; 0.987223
0.99939;0.99939; 0.99878
0.222999;0.222999; 0.0497284
-0.215125;-0.215125; 0.0462788
-0.467574;-0.467574; 0.218626
-0.405438;-0.405438; 0.16438
0.680288;0.680288; 0.462792
-0.952513;-0.952513; 0.907281
-0.248268;-0.248268; 0.061637
-0.814753;-0.814753; 0.663822
0.354411;0.354411; 0.125607
-0.88757;-0.88757; 0.78778
-0.982421;-0.982421; 0.965152
0.83758;0.83758; 0.701541
-0.448225;-0.448225; 0.200906
-0.454207;-0.454207; 0.206304
0.175817;0.175817; 0.0309117
0.382366;0.382366; 0.146204
0.675222;0.675222; 0.455925
0.452986;0.452986; 0.205197
-0.0301218;-0.0301218; 0.000907321
-0.589282;-0.589282; 0.347253
0.487472;0.487472; 0.237629
-0.0630818;-0.0630818; 0.00397931
-0.0840785;-0.0840785; 0.00706919
0.898312;0.898312; 0.806965
0.488876;0.488876; 0.239
-0.783441;-0.783441; 0.613779
0.198096;0.198096; 0.0392419
-0.22953;-0.22953; 0.0526839
0.470016;0.470016; 0.220915
0.217933;0.217933; 0.0474947
0.14481;0.14481; 0.02097
-0.277322;-0.277322; 0.0769073
-0.69689;-0.69689; 0.485656
-0.549791;-0.549791; 0.30227
-0.149693;-0.149693; 0.0224081
0.605762;0.605762; 0.366947
0.0342112;0.0342112; 0.00117041
0.97998;0.97998; 0.960361
0.503098;0.503098; 0.253107
-0.308878;-0.308878; 0.0954055
-0.662038;-0.662038; 0.438294
0.314615;0.314615; 0.0989828
-0.0162053;-0.0162053; 0.000262613
-0.872921;-0.872921; 0.761991
0.399518;0.399518; 0.159614
0.00961333;0.00961333; 9.24161e-05
-0.705008;-0.705008; 0.497036
0.899167;0.899167; 0.808501
-0.716849;-0.716849; 0.513873
0.810236;0.810236; 0.656482
0.385784;0.385784; 0.14883
-0.393902;-0.393902; 0.155159
-0.146886;-0.146886; 0.0215754
-0.859249;-0.859249; 0.738308
0.933226;0.933226; 0.87091
0.366375;0.366375; 0.13423
-0.693533;-0.693533; 0.480988
0.754509;0.754509; 0.569284
0.643361;0.643361; 0.413913
0.164098;0.164098; 0.0269282
-0.617298;-0.617298; 0.381057
-0.644215;-0.644215; 0.415013
0.634388;0.634388; 0.402448
-0.0494705;-0.0494705; 0.00244733
-0.688894;-0.688894; 0.474575
0.00784326;0.00784326; 6.15167e-05
0.464034;0.464034; 0.215327
-0.188818;-0.188818; 0.0356522
-0.44084;-0.44084; 0.19434
0.137486;0.137486; 0.0189024
0.364483;0.364483; 0.132848
0.511704;0.511704; 0.261841
0.443831;0.443831; 0.196986
-0.0494095;-0.0494095; 0.0024413
-0.75396;-0.75396; 0.568455
-0.264382;-0.264382; 0.0698978
0.669362;0.669362; 0.448046
-0.929807;-0.929807; 0.864542
0.0340281;0.0340281; 0.00115791
0.325968;0.325968; 0.106255
-0.147557;-0.147557; 0.0217731
-0.790643;-0.790643; 0.625116
0.898679;0.898679; 0.807623
0.842769;0.842769; 0.710259
0.0990936;0.0990936; 0.00981954
-0.308023;-0.308023; 0.0948784
-0.0565508;-0.0565508; 0.00319799
-0.250038;-0.250038; 0.0625191
0.69396;0.69396; 0.481581
-0.366253;-0.366253; 0.134141
-0.0878018;-0.0878018; 0.00770915
-0.456221;-0.456221; 0.208138
0.965941;0.965941; 0.933043
-0.404401;-0.404401; 0.16354
0.478378;0.478378; 0.228845
0.134556;0.134556; 0.0181053
-0.60802;-0.60802; 0.369689
0.522629;0.522629; 0.273142
0.678884;0.678884; 0.460884
-0.204688;-0.204688; 0.041897
0.00180059;0.00180059; 3.24213e-06
0.780328;0.780328; 0.608911
-0.945067;-0.945067; 0.893151
0.989257;0.989257; 0.97863
0.145177;0.145177; 0.0210762
-0.898984;-0.898984; 0.808172
0.0626545;0.0626545; 0.00392559
-0.611866;-0.611866; 0.37438
0.686087;0.686087; 0.470715
0.253517;0.253517; 0.064271
0.315226;0.315226; 0.0993672
-0.604297;-0.604297; 0.365175
0.684317;0.684317; 0.468289
-0.753349;-0.753349; 0.567535
-0.780145;-0.780145; 0.608626
